business_id,city,name,review_count,stars,state,price_range,number_of_checkins,category,restaurant
-9meXYVIw8yFg_yMG5RvCw,Chandler,Super 8 Motel - Chandler / Phoenix,18,3,AZ,1,14,,0
_olOl9a3P_oiRf4uV7nwag,Chandler,Back On Track Chiropractic,3,5,AZ,,0,,0
XfhFVbrcguL2ifZnfOzmXQ,Chandler,Fantasy Nails,14,4,AZ,2,41,,0
Z_FfEMcEfcpWJo51z6jh1A,Chandler,Dickerson Orthodontics,4,5,AZ,,0,,0
eCDUWNT1iQHrhb8JzK1M0g,Chandler,Carl's Jr.,12,2.5,AZ,1,30,Fast Food,1
DmYV6hciFKZYssmKB3WrgA,Chandler,Chandler Small Animal Clinic,12,3.5,AZ,,11,,0
4rpEXjl73w89XAKNmVoagg,Chandler,Your Eyes Only,4,3,AZ,,0,,0
YXQzFolTvipDSpTlUTd6Eg,Chandler,Guns Etc,28,2.5,AZ,3,26,,0
7EoW1PjL84fiET_Uz5mjmQ,Chandler,Domino's Pizza,4,3,AZ,1,0,Pizza,1
xpnNsrT8QsCIUdawnsBvoQ,Chandler,Family Optometry,5,4.5,AZ,,9,,0
G2V_8dPjrpqBa4GMXmAOog,Chandler,Once Upon a Child,3,2.5,AZ,2,0,,0
QSWpjLrPGW4Q3O1A7KAZsg,Chandler,Vida Mae's Salon & Day Spa,3,5,AZ,,0,,0
g9d1hR8BIIzTESApfiOPcw,Chandler,Lone Butte Trade Center,4,4.5,AZ,2,8,,0
O6ogkhJOdaX81sNC9_RAOw,Chandler,Gila River Casino,4,2.5,AZ,3,6,Nightlife,0
qfFSS0A5OXUkCbTeC1fYLw,Chandler,Aji Spa,51,4.5,AZ,3,91,,0
T9iBSa4pxYXP129pHlt5Sg,Chandler,Kai,150,4.5,AZ,4,130,American (New),1
IpiCTbW1u04ytps6tFF4QQ,Chandler,Desert Schools Federal Credit Union,5,3.5,AZ,,112,,0
2OXmEkZheyM3115zFT6zrg,Chandler,Holiday Inn Phoenix - Chandler,12,4,AZ,2,32,,0
Nqk7gBL627EH74XVpyPRfQ,Chandler,Bank of America,8,3,AZ,,57,,0
DcML-4f7oib19ed67Ruv6w,Chandler,Target Stores,21,4,AZ,2,863,Food,0
fH6jUAAzLKwHIUOAQm_CYA,Chandler,"Kent Johansen, DDS",9,4.5,AZ,,6,,0
jNGVw7wfUTpgRgYC_imN2A,Chandler,Warner Joan M Dr MD,3,3.5,AZ,,0,,0
pfV1QVLr4qjiQmmdkMfiAA,Chandler,Bondurant School of High Performance Driving,20,4.5,AZ,,33,,0
EC3IhVpKbLg6GiQ-KSEBaw,Chandler,Avalon Cleaners,12,3.5,AZ,1,18,,0
6YC-wRAyaFNUQTZ0RjSvcw,Chandler,Porter Roofing,21,3,AZ,,0,,0
E4_d8XPdOXqCGhqdvfzGlA,Chandler,Albertsons,5,4,AZ,2,136,Food,0
yMkXrAbKr3C1BjXIj6CIzA,Chandler,Starbucks,24,4,AZ,1,406,Food,0
bXHigawd9fIWzYDb81p_Vw,Chandler,Harley Davidson of Chandler,33,3.5,AZ,,112,,0
8D8HRd8x4-gTvmguBA_1Kw,Chandler,Walgreens,5,3.5,AZ,2,39,Food,0
3Wfc0EJutOj1WVeH_qBbtg,Chandler,AZ Automasters,31,4.5,AZ,,48,,0
YOQkOW0SP5WsfL9XFSvXCg,Chandler,U-Haul Moving & Storage at Kyrene Rd,5,2.5,AZ,,9,,0
oOo0xGOVq7cYTP1fORdoFg,Chandler,Aj's Purveyor of Fine Foods,94,4,AZ,3,870,Food,0
aWbvOOOhlRIVXBansfLdEQ,Chandler,Valley Nails,31,4,AZ,2,100,,0
IyJQoqUTYFAYPYpy6fssCw,Chandler,1st Nails II,20,4.5,AZ,1,19,,0
mrMjhmzR49py1XbToFnWwA,Chandler,Sports Cutter's hair Care,4,4.5,AZ,1,0,,0
lHlx-yBqxGVBsnMN7tzMAQ,Chandler,Golfsmith,6,4.5,AZ,2,16,,0
PEezgevlEHjujMN1qTQH1g,Chandler,Bahama Breeze,3,3.5,AZ,2,0,American (New),1
b-WHgdSOBfWr7B0QpybHRw,Chandler,Toys R Us,13,2.5,AZ,2,116,,0
IAOx9zI5L72SpeREI0Twuw,Chandler,Triple R Child Care,3,4,AZ,,0,,0
3V3bFPPkCbCFhPS4pq9LMg,Chandler,Hawthorn Suites By Wyndham Chandler,16,2,AZ,2,14,,0
iyTQbU_XdznZ48AzeQfbdg,Chandler,Quality Inn,12,3,AZ,1,9,,0
8kunNClZ1AD0Rj5bDiFdrQ,Chandler,Jason's Deli,76,3.5,AZ,1,435,,1
W0p6nbhpJaEitQoNt6YPzQ,Chandler,Hastings & Hastings,10,4,AZ,,0,,0
LfRBFljunPMQ44gkP7sMsQ,Chandler,Ben Bridge Jeweler,7,2.5,AZ,3,6,,0
Xa-NZsGIIU9BWrFetK0EvA,Chandler,Finish Line,6,4,AZ,2,13,,0
VN2S3N_l4AuSRj8bdOYIEA,Chandler,Hot Topic,6,3.5,AZ,2,28,,0
KgYvd2BlQIGUw4Aj5qKevQ,Chandler,Cold Stone Creamery,16,2.5,AZ,2,49,Food,0
blx7zxfY7Xq4bbj33IQv1g,Chandler,Brighton Collectibles,4,2,AZ,,5,,0
7IfZTV9Bk8nKfpCrk_rT2w,Chandler,Aveda Environmental Lifestyle Store,5,4.5,AZ,3,21,,0
4jaExIpQYRBzxqk9jaYlow,Chandler,Fuzziwig's Candy Factory,5,3.5,AZ,1,6,Food,0
#NAME?,Chandler,Buckle,7,3,AZ,2,22,,
erzXnPtbSxGDqbfFEublKA,Chandler,Brookstone,8,3,AZ,4,15,,0
Sbgrvtk0P2Zc-ckTjEVFZw,Chandler,Foot Locker #8837,7,3,AZ,3,20,,0
Hx1Af23Po2bojH1ItEtCrA,Chandler,Apple Store,109,3.5,AZ,3,492,,0
Rj-YYQuQ3Aeu1GlhcSpo8g,Chandler,Helzberg Diamonds,6,2,AZ,3,17,,0
tpN254LPQTzGODnqI6RpSA,Chandler,Party Nails,8,2.5,AZ,2,9,,0
C7ocuI_OEIsSCCMbXO9E9g,Chandler,Dillard's,28,3.5,AZ,2,181,,0
1gwE7TFJ6lS55hSpEJdIMw,Chandler,Gemsetter & Company,16,5,AZ,2,11,,0
oSDf6BHiMlKGZdFFmIo6NQ,Chandler,The Good Egg - Ray,93,3.5,AZ,2,357,Breakfast & Brunch,1
l5X8VsWdcwDHmM2M7cs_6A,Chandler,Starbucks,12,3.5,AZ,1,293,Food,0
IGkZzCsahWEHywUeEgkGMA,Chandler,Lowe's Home Improvement,21,4,AZ,2,165,,0
581qSMwGGgdVSdiBTsrPyQ,Chandler,Rubio's Fresh Mexican Grill,26,4,AZ,1,186,Mexican,1
xSrMKdu8KfEeqJI1QYGRoA,Chandler,The Thing Shop,5,3.5,AZ,,0,,0
dIE1ZPWm5_f1gQbsw2xmww,Chandler,Freeway Chevrolet,74,3,AZ,,89,,0
NDrrwX1n20HU67dD8asgvg,Chandler,CVS Pharmacy,11,3,AZ,2,39,,0
i8oOeXpvCiorgNcxXKLh5Q,Chandler,Data Doctors,5,3,AZ,3,6,,0
5BPuQsM1_CwVu7KiqIjyGA,Chandler,The Home Depot,30,3,AZ,2,211,,0
Upy1cPinoaeK4HKwY6BUaw,Chandler,Hampton Inn Phoenix/Chandler,14,4,AZ,2,33,,0
NZ6_i3FmyUMp4hsSUrGXww,Chandler,"Ish Patel, MD",35,4,AZ,,18,,0
kkoOJB69AyFjBcmFMqk6pg,Chandler,Sprint Store,22,2,AZ,2,11,,0
9i_Cc-fAabPPtmo5ut1-lQ,Chandler,Jiffy Lube,3,5,AZ,,8,,0
7yj_Q15ZB46lbXavBustZQ,Chandler,Homewood Suites by Hilton Phoenix Chandler,16,3.5,AZ,2,22,,0
-9iYGbkqom5fpj4iiLjsrA,Chandler,Casa Reynoso,36,4,AZ,1,64,Mexican,1
ywkHUWRf3fPrRq0hHHI9Wg,Chandler,Pack & Ship Plus,6,3,AZ,,0,,0
PtvngIKM98T0_rW_VfRcSQ,Chandler,Coffin & Trout Fine Jewellers,19,5,AZ,3,17,,0
809yQbiyWhniPQEeeqXuHA,Chandler,Cost Plus World Market,19,4,AZ,2,157,Food,0
bsHBCjGykWPG1HHDsmXVfA,Chandler,Jilly's American Grill,5,3,AZ,1,0,American (Traditional),1
QjbiS4XFuW8BmXXRWprrRQ,Chandler,Mattress Firm Ahwatukee Foothills Village,9,4.5,AZ,2,27,,0
7sNFLjSyinVqeQ_Teg2WRQ,Chandler,Courtyard Phoenix Chandler,23,3.5,AZ,2,70,,0
6_ZPbupZzPf2f728EOODVg,Chandler,Banana Republic,4,4.5,AZ,2,43,,0
G6Y8f12zve-Cz48RSV_4uw,Chandler,Flooring America,8,5,AZ,,0,,0
sTufgHOeDZ6Fz-BgpGGViQ,Chandler,Jack In the Box,7,4,AZ,1,20,Burgers,1
DFRXglX1d9AMxghawyVEQg,Phoenix,Arizona Fire & Water Restoration Inc,11,3,AZ,,0,,0
jAXrkwVoCBlRPygOr8PtmA,Chandler,Acacia Endodontics,8,4,AZ,,0,,0
12ti55UYaJ82eDTAI-adHA,Chandler,Michaels,18,2.5,AZ,2,121,,0
Hd4aaoYDDraHqgCC_A_cnw,Chandler,J Crew #635,3,3.5,AZ,2,8,,0
Tqii3yXlCD90E_YYX_E7eA,Chandler,Residence Inn Phoenix Chandler/Fashion Center,9,3,AZ,2,21,,0
GhC1V0MRGoma3MP0Gn28Fw,Chandler,Ruby's Diner,3,4.5,AZ,1,0,,1
0UWfvm0ah-8DVSm3nkbsMg,Chandler,El Metate Mexican Food,9,3.5,AZ,1,45,Mexican,1
p-_b1Ohxxx6b3lg3Lc5DoQ,Chandler,Bath & Body Works,8,3.5,AZ,2,61,,0
nRAmsjWHHfviebXaL1sYfQ,Chandler,Walker Painting Specialist,4,5,AZ,,0,,0
vtQOervVVTXjhvSZQiZ6PA,Chandler,Swaddee Thai Cuisine,142,4,AZ,2,380,Thai,1
mB-phY3LtSnVFrEBYaB7Yw,Chandler,Thiele's Automotive Services,6,4,AZ,,0,,0
V4nM6U5C_xhfzWffciYfSw,Chandler,Drew Brothers Customs,14,5,AZ,,11,,0
r-TVSxB3K2weoxpUnRXiEw,Chandler,Sport Clips,5,5,AZ,2,23,,0
QFl7ZJJgvZpcJbNzFhmw4A,Chandler,Remuda Life Programs,3,2.5,AZ,,0,,0
1D9wTe9u0anBT6vrNL7HnQ,Chandler,Fast Fix Jewelry and Watch Repairs,52,4,AZ,4,48,,0
CxKMlaiW5l56qTtuTm6b0w,Chandler,The Limited,4,3,AZ,2,17,,0
DZMS1-ilpuSzoFEW9xsnyg,Chandler,Barnes & Noble Booksellers 2081,20,3,AZ,2,290,,0
CWFRULJux3D0WKBqdrpzrw,Chandler,Best Buy,49,2.5,AZ,2,192,,0
TgITBcOoarnIcMA82iKzMQ,Chandler,The Great Indoors,10,3.5,AZ,3,16,,0
a25A1cv4rarHnxICWTC3Vw,Chandler,Abercrombie & Fitch,4,3,AZ,3,4,,0
ySo0ojv1CKZQsPl0Qj4rsw,Chandler,American Eagle Outfitters,4,4,AZ,,15,,0
9whGt6zd2ulTYKqRNB02yA,Chandler,Panda Express,4,2.5,AZ,1,18,,1
Ucf6xwDmx-zIly9mcSPxCw,Chandler,bebe,3,3.5,AZ,,3,,0
FCYH8zUTtq29Q4kWUaSKVQ,Chandler,East Valley Oral Surgery,13,4,AZ,,9,,0
9iLiMm3Z9nepRDu1AhgEoQ,Chandler,Hyatt Place Phoenix Chandler Fashion Center,21,4,AZ,2,42,,0
KPSu1373lL6iqBxUOBNOzw,Chandler,Bath & Body,4,4,AZ,1,14,,0
VPmD7zLEvmCYuZI5tVg_Zw,Chandler,Build-A-Bear Workshop,10,3.5,AZ,2,45,,0
ptPrA9reecJhSQyzo1aW8g,Chandler,Yankee Candle Company,5,5,AZ,3,9,,0
vcX9au3IW-Mwv9SNZ_0jQA,Chandler,Supercuts,4,3,AZ,1,4,,0
T_d9GB_p0ajNTVEZ2CMmrw,Chandler,Pick Up Stix,4,3,AZ,1,5,Chinese,1
oMbI156EJFrSObGe-SSaRw,Chandler,Fantastic Sams Hair Salons,8,2,AZ,2,5,,0
JqoW0heZBalAJVTJvCKWtg,Chandler,Gamestop,6,5,AZ,2,16,,0
jCOTob1avPH52RNuniylkg,Chandler,Abuelo's,249,3.5,AZ,2,636,Mexican,1
e1TRaM2GZq8qBFogZaNklw,Chandler,Nordstrom,59,3,AZ,3,658,,0
8gJ-0SrGeUcRXgqZtrYLDg,Chandler,Sears,25,2,AZ,2,68,,0
nXFQjMFJ0qLQSrq1TwLrWQ,Chandler,Hat Club,4,2.5,AZ,2,10,,0
3RM9CbAJ3VsTHa1gcjBI2Q,Chandler,Godiva Chocolatier,4,3.5,AZ,2,18,Food,0
ladc7jWsCaOlaErCDdnubA,Chandler,Baja Fresh,9,2,AZ,1,66,American (New),1
VprXrZ01I5RxhJIyBl3YmQ,Chandler,Pasta Pomodoro,9,4,AZ,2,0,Fast Food,1
sPVogBdLg95fKzIQ8ErDfA,Chandler,Chris Anthony's Hair Salon,7,4,AZ,2,8,,0
W1XSrZgjyHuNYwqckvAQFg,Chandler,Hollister,6,2.5,AZ,2,16,,0
GM-ybmrARdmS6DDBrJ0lSg,Chandler,Hibachi San,3,1.5,AZ,,3,Japanese,1
KHgRmDcFxi8neGVUWlZ2mA,Chandler,Paradise Bakery,8,3,AZ,2,14,Food,0
6O5HgEDYEKWDgZwhM6Vv7Q,Chandler,"Michael Grabow, DDS",4,5,AZ,,0,,0
RrY-nZvvCjOydMuUfLt-Lg,Chandler,Zales Jewelers,7,2,AZ,2,8,,0
aaaL5ChxDKrWPgtdebRG7Q,Chandler,Red Roof Inn,3,2.5,AZ,1,9,,0
b93AyfRDgrQ8v2o6LCdy5A,Chandler,"Digitell Cellular Communications, Inc.",3,1.5,AZ,4,6,,0
tsu1IvAiMy0RFuYzjz7kiA,Chandler,Origins,3,4.5,AZ,,14,,0
2Vctor7vt-KNIzNEGwNO-g,Chandler,Baker Bros Area Rugs and Flooring,3,2.5,AZ,3,0,,0
OMXAkiWyKz0AM6PwwuP38Q,Chandler,Sur La Table,28,4,AZ,3,82,,0
X8tfJzFU-pNxWnZk1la03Q,Chandler,Sam's Club,15,3,AZ,2,372,,0
rkVil_ksuDzrEG8JibXK8w,Chandler,Stone Creek Dental Care,10,2.5,AZ,,3,,0
rBAWqzNsrsRBoE5_cCEbmQ,Chandler,"Michael S Catlett, DMD",5,3.5,AZ,,0,,0
eGoXBEU339Xg-vz0MUq86A,Chandler,Aldo Shoes,5,4.5,AZ,2,16,,0
S-V0RCijw5Em-44yLG4s_g,Chandler,Williams-Sonoma,8,4.5,AZ,3,36,,0
UVehGYYtA4i5xmFwpIUhLQ,Chandler,St Andrew the Apostle Catholic Church,8,4.5,AZ,,137,,0
#NAME?,Chandler,AMF McRay Plaza Lanes,24,3.5,AZ,1,184,,
6EepFEl_Ehbo0PjfTFnsGQ,Chandler,"Troy Gombert, DDS",22,5,AZ,,7,,0
VlDFFKFLUd2EnK5V3iDJCQ,Chandler,Adobe Montessori,4,5,AZ,,0,,0
bKRpIJvOxh65a-koMa1V7w,Chandler,Wetzel's Pretzels,7,3.5,AZ,2,15,Food,0
zIimLCCoMBd7p2VtBkLW6w,Chandler,Pottery Barn,15,2.5,AZ,3,40,,0
50vp5JKtNeAubhPD9cmuHQ,Chandler,Pottery Barn Kids,7,4,AZ,,11,,0
LoFX3XAun814ZHwfKj7xYg,Chandler,Game Daze Chandler Fashion Center,3,4.5,AZ,2,3,,0
4gBn_LZ9C2PFnUUMfoZeaQ,Chandler,Madison Avenue Int'l Salon & Day Spa,23,3.5,AZ,2,26,,0
lbZfKiN9t5FHuMCf3d3BVw,Chandler,Espinoza's Market,3,3,AZ,,3,Food,0
t652pzxIJjHJB7GuQWe7rw,Chandler,Starbucks,10,2.5,AZ,2,183,Food,0
eEwggPpREudNWkTbz1Of9A,Chandler,Avis Rent A Car,4,4,AZ,,8,,0
X2q3VB7fYqVrxvBqeZaHYw,Chandler,Express,6,2.5,AZ,2,33,,0
aqJti8za52r6wcAx9E3miw,Chandler,Kennel Care Boarding & Veterinarian Hospital,14,4,AZ,,10,,0
HICTXgea-Sf0obHv-eQGfg,Chandler,Fairfield Inn by Marriott,3,4,AZ,2,34,,0
HFbuUmowkbFOESYtk95syQ,Chandler,Rolfs Salon at the Foothills,7,3,AZ,3,28,,0
_R_7t9jsrbJQSrYRs8hvdw,Chandler,C.R.I.S. Camera Services,21,3.5,AZ,2,6,,0
nCeeguQS-MHQRifOpKzwUg,Chandler,Tomasos Restaurant,8,2.5,AZ,2,0,Italian,1
y9tYQZCWVWscFUuK-xoaMg,Chandler,Sunset Automotive,9,4,AZ,,0,,0
OaJfStM3hDmbSGKnJspEbA,Chandler,Renew Paint & Body,9,4,AZ,,0,,0
dB8_d0PBw2XH3jpbI19zTg,Chandler,Barbeques Galore,4,2.5,AZ,,0,Barbeque,1
eMHJP0ANVPcboNXqPw3Vdw,Chandler,Bed Bath & Beyond,9,4,AZ,2,108,,0
nvE5hrRqQP3e1waTY36Mng,Chandler,Chandler West Emission & Auto Repair,7,4.5,AZ,,4,,0
jJYBSO9VUyB2071gQZeJDA,Chandler,Desert Lights Gymnastics,3,5,AZ,,0,,0
EIfl37kFER2z5ucF7yE-Ng,Chandler,Cottingham Chiropractic,3,4.5,AZ,,0,,0
daComt_TaMsSan7bI9pPcA,Chandler,Oxford Cleaners,11,4.5,AZ,2,19,,0
fa776KC8le1MHOOws_1PNA,Chandler,Atomic Comics,6,3,AZ,1,10,,0
9e4-DYABr1mVEw85ErdBMw,Chandler,Fry's Food Stores of Arizona,4,3,AZ,2,58,Food,0
p2FoMPsKYDVkDrNv4mEESA,Chandler,Family Vetcare of Chandler,17,4,AZ,,79,,0
Hyi4ljxiKaBw7sktpmTsQw,Chandler,Lamps Plus,6,2.5,AZ,2,32,,0
vpbArP3o_NrGuNKiKIyXwA,Chandler,Gila Springs Apartments,3,1,AZ,,0,,0
Unk6ToZjPfHBPWiGOwqVeA,Chandler,Queen's Bowl Chinese Food,12,4,AZ,1,32,Chinese,1
mtT48Sel6iM01a_G5PBHDg,Chandler,River Ranch Apartments,6,2.5,AZ,,0,,0
EwSCI5IseOKsNj_ucJAgCw,Chandler,Jared Galleria of Jewelry,17,3,AZ,3,39,,0
HltDCbst7HjQLFrfFoOQtA,Chandler,Archery Headquarters,34,4,AZ,,152,,0
lWfO5YfGwBLb2zHisT2Ssg,Chandler,Water and Ice,7,4,AZ,1,18,,0
JubflGFbbRTB2aPOyuJt_A,Chandler,Shutterz Incorporated,3,5,AZ,,0,,0
6eq7MrGJNV9SMFT-nfAeaw,Chandler,Borders,6,3.5,AZ,2,25,,0
kVNtgU6JE6Rt6R3nZ9xh3g,Chandler,Dugan Plumbing,16,2,AZ,,0,,0
pS19vd7pkIsd4nXT-hUUNQ,Chandler,City Nails,15,4,AZ,1,23,,0
2xMxSRXm4YtVrawlQxjozA,Chandler,The UPS Store,3,4,AZ,,13,,0
_psC7l0rlj1fJIv-B7LlGw,Chandler,Beyer Motor Works,9,4,AZ,,11,,0
bTd2Z_ITOufvGySokmHfwg,Chandler,Marie Callender's Restaurants & Bakeries,8,3.5,AZ,3,7,Food,0
frZdH7hTGIs7nykH4jeIPA,Chandler,The New E,80,4,AZ,1,203,Mexican,1
HLmcbHeosE0OhEjy2C-Ayw,Chandler,Rockfish Seafood Grill,6,3,AZ,2,0,,1
y20QO00sCjXWiZ2q6HR4xw,Chandler,Barnes & Noble,3,3.5,AZ,2,31,,0
Uh5O_bvaGuSE1-YVIjXpdg,Chandler,Fashion Nails,14,3,AZ,2,7,,0
VGQQnqEFME8q7XSe6dAwYw,Chandler,Firebird Int'l Raceway,3,4.5,AZ,,82,,0
eIWGYfGEoOS0dup41APkoA,Chandler,Firebird International Raceway,7,4.5,AZ,,82,,0
KW5vG4PH2LKLMGdp6pt3dg,Chandler,Whirlwind Golf Club,17,4,AZ,,63,,0
O1PwUNte19omnQa0ByXM0Q,Chandler,Fairytale Brownies,3,5,AZ,1,0,Food,0
M_YNzre9XrANx3G6ga3RdQ,Coolidge,Tag's Cafe,38,3.5,AZ,1,67,Diners,1
l6ymDZz4ZJZGGwBNVUzfYA,Coolidge,Casa Palomino Mexican Resturant,14,4,AZ,1,10,Mexican,1
idGkFzT6bg3AV9nRuGdF-A,Coolidge,Kirk's Tires Sales & Service,3,5,AZ,,0,,0
F7Om2iv1CHVUbrJ3gKi1qw,Coolidge,Safeway Food & Drug,3,3.5,AZ,3,9,Food,0
WcwXzc5mIqMwjvd5pPkLwg,Coolidge,Garrett Motors,3,3.5,AZ,,0,,0
eXUucICvNPJZGVL2jeU5qg,Coolidge,Coolidge Veterinary Hospital,9,3.5,AZ,,0,,0
#NAME?,Coolidge,The Tire Factory,3,4.5,AZ,,0,,
O3Zjij5_b_gxXCNicDBWUQ,Coolidge,Sun Life Family Health Center,3,1.5,AZ,,0,,0
ejnSpAwtXXc0ML85gtfJOA,Casa Grande,Brutinel Plumbing & Electrical,4,3,AZ,,0,,0
a49oEUzj822SQgHHR8fv9A,Florence,Hong Kong Restaurant,7,4,AZ,1,6,Chinese,1
DYX7PG1Ms4VUlkWqtWeNhw,Florence,Pinal County Historical Society Museum,3,4.5,AZ,,8,,0
LeBQ8Wc3BK_i_jPSbFpZHA,Florence,Old Pueblo Restaurant,31,3,AZ,1,41,Mexican,1
76NkpkpM0c83t4oBPMvUSQ,Florence,Rancho Sonora Inn & Rv Park,7,4.5,AZ,2,0,,0
oyxtTTQFGwCTkDrXAAPELw,Florence,Eugene & Kim's Place,3,4,AZ,,0,Food,0
ZV2viRwRRlk0KMwdh7Icxw,Gilbert,Gilbert Family Eye Center,13,4.5,AZ,2,11,,0
Xa1YMGHxHJYojsdYj1ZVsQ,Gilbert,Safeway Food & Drug,6,2,AZ,2,76,Food,0
97xusXQsJiBSyFfGgV2PIw,Gilbert,S K Cleaners,8,3,AZ,2,3,,0
RFeDe3fNr14kvUKlVx6_4w,Gilbert,Mint Thai Cafe,111,4,AZ,2,155,Thai,1
g1Rz8AZfcO2A97k6dfesow,Gilbert,Aardbark Grooming,13,4,AZ,,11,,0
u9kl0iwI7Ziu2GV3IIEPyg,Gilbert,Crosswinds Animal Clinic,7,5,AZ,,9,,0
KuhFxF8jpH8X0qpA3L_xJA,Gilbert,Rip City Batting Cages,5,4,AZ,,15,,0
g38ugtf1IpXPApgA690baw,Gilbert,Sonic of Gilbert #1,14,2,AZ,1,72,,1
pYIVmAh3bfCNIlyt4Xvkjg,Gilbert,Scrapbook Barn,12,3.5,AZ,2,16,,0
ETg80zdzuBm7gBfW3UoMIw,Gilbert,Wokee Express,22,3.5,AZ,1,16,Chinese,1
hNIPwRzrw9RZ_WfuNIsmQw,Gilbert,"Kathy Jacobsen, DMD",35,4.5,AZ,,26,,0
4jf5PMaxpcgA_fhirn5GgA,Gilbert,Serrano's Mexican Food Restaurants,47,3,AZ,2,115,Mexican,1
jtoLQp_yxGYzCT75duYA0w,Gilbert,Cvs Store,3,3.5,AZ,2,9,,0
#NAME?,Gilbert,Seattle Espresso,5,4.5,AZ,1,43,Food,
WtvMpGO6revfY4p0I8DFSA,Gilbert,Elite Salon Day Spa,71,4,AZ,2,137,,0
CC-HRicTUMw2ddYIOrq-4w,Gilbert,"Lines Ruskin III, MD",5,3,AZ,,0,,0
Er20nsiOS6TFHmAE717iTA,Gilbert,Temari Fine Japanese Cuisine,132,4.5,AZ,2,181,Japanese,1
VbwGZIA08Ss4yid01G6xAw,Gilbert,Floridino's Pizza & Pasta,25,3,AZ,2,37,Pizza,1
aYmXYxN_jiWI9mc9wyLkQQ,Gilbert,Bank of America,3,2.5,AZ,,20,,0
Tb3g4ozpop5lWfxIc33PKA,Gilbert,Just Brakes,16,1.5,AZ,,0,,0
ZJT___P-qm4njfocYG1r6A,Gilbert,Val Vista Animal Hospital,24,3,AZ,,38,,0
7cfh_iFrzh2489palOKKmQ,Gilbert,Network Automotive Service Center,18,4,AZ,,18,,0
o7Fe4XBY4rU3eGTD4Z5kHw,Gilbert,Gilbert Center For Family Medicine,28,2.5,AZ,,10,,0
snTAeTF5UexyfSWhcBykDA,Gilbert,Gilbert Dental Care,5,3.5,AZ,,0,,0
ICTG8mDgsrrIuCer55FSEw,Gilbert,"Jumana Ghorab, DDS",3,5,AZ,,10,,0
hpFSPJJHlP_Rsk-gyOfEzw,Gilbert,Heritage Pet Grooming,5,4,AZ,,0,,0
HKFx1r4v_NIOjMfnghZlNw,Gilbert,Rino D's Pizza & Wings,52,4.5,AZ,1,50,Pizza,1
qzJC_gpC4_6HJFpz3kwtnw,Gilbert,Al's Chicago Style Hot Dogs,6,4,AZ,2,0,,1
kaeF6dd_f_Hd7raszKWAWg,Gilbert,Siam Orchid,57,4,AZ,2,55,Thai,1
Mq1-OIVM3ZhdHv2AOrYpPw,Gilbert,Fletcher's Tire & Auto Service,23,2.5,AZ,,21,,0
a8xcpgXZLLcwuu7h9SLuzQ,Gilbert,Barnes Fine Jewelers,13,4.5,AZ,2,6,,0
tiP6IWJ7-18jsLuOTH1JnA,Gilbert,Jiffy Lube,6,3,AZ,,6,,0
nFubSJZEba16BOi-03I_wg,Gilbert,Caring Hearts Animal Clinic,18,4,AZ,,24,,0
bZzqsFtCGi0Z7ULZhtOhOA,Gilbert,Jack In the Box,4,3,AZ,1,32,Fast Food,1
5zrVZnla81bH9eh76d5GVw,Gilbert,Shar's Kitchen,6,3,AZ,2,12,,0
US9g0CUIlLnPQrvwjkx5fw,Mesa,Ruddell Chiropractic Center,3,3.5,AZ,,0,,0
8eua5HbxSrVfCf5woYOyUA,Gilbert,Arby's,3,4.5,AZ,1,50,Fast Food,1
KwWKimlUB64oJBtYJF7Bow,Gilbert,Bola Thai,4,3,AZ,1,0,Thai,1
S0rWai3MmHq5bKkvfaskTQ,Gilbert,Dentists R Us,3,4.5,AZ,,0,,0
MDzYAjCXVbv1Dna7DSfWbw,Gilbert,Lena's Flowers & Gifts,9,3.5,AZ,3,3,,0
#NAME?,Gilbert,Eclipse 2 Cleaners,4,3.5,AZ,1,3,,
oB1eTd2ZdPgtvgC5llPZIg,Gilbert,Mesa Pediatrics,14,3.5,AZ,,11,,0
g0C-zgTURoctBVd0cG--OQ,Gilbert,Greenfield Family Dentistry PC,3,5,AZ,,0,,0
BKEvR0umqWp7q8_q4hTpWQ,Gilbert,Einstein Bros Bagels,38,2.5,AZ,1,114,Food,1
HDwqXUfzc7WtyS24wep7TQ,Gilbert,Absolute Dental,7,5,AZ,,17,,0
qI4WNgNC3V2SaX4hrUp63g,Gilbert,Jamba Juice,7,3.5,AZ,2,126,Food,0
paF7fjuCWbqg7pjwSWnMkA,Gilbert,Nando's Mexican Cafe,223,3.5,AZ,2,612,Mexican,1
rER6cM3zUBiw_dg0VRW6bg,Gilbert,Big Lots,4,4,AZ,1,48,,0
7P7SY9YTgEpo80goTRKdAg,Gilbert,Rosati's Pizza,23,2.5,AZ,2,15,Pizza,1
KzeBOEYw4-pGi81l_yND5g,Gilbert,China Pearl Chinese Restaurant,34,4,AZ,1,45,Chinese,1
flDRr8HD7v6AOEvkfXdpOA,Gilbert,U-Haul Moving & Storage at Gilbert & Houston,4,4,AZ,,15,,0
hdWhQw5bWr3l56o4Wez9TA,Gilbert,Sun Cleaners,5,3.5,AZ,2,0,,0
Ej2C6QchpIhNtQX0wABLbQ,Gilbert,Sierra Pediatrics,5,4,AZ,,0,,0
IJvftvYf6zXg_jyfHOB1Kw,Gilbert,Duke Family Carpet Cleaning,3,5,AZ,,0,,0
